Geography,year,category,estimate
MERCER,2006,75 to 79 years,3566
MERCER,2006,80 to 84 years,2817
MERCER,2006,85 years and over,1672
MERCER,2006,Female,187061
MERCER,2006,Male,180544
MERCER,2006,Total,367605
MERCER,2006,Under 5 years,22261
MERCER,2007,10 to 14 years,23293
MERCER,2007,15 to 17 years,7661
MERCER,2007,18 and 19 years,5510
MERCER,2007,20 years,3259
MERCER,2007,21 years,3207
MERCER,2007,22 to 24 years,8459
MERCER,2007,25 to 29 years,12697
MERCER,2007,30 to 34 years,12795
MERCER,2007,35 to 39 years,11778
MERCER,2007,40 to 44 years,15521
MERCER,2007,45 to 49 years,14463
MERCER,2007,5 to 9 years,22793
MERCER,2007,50 to 54 years,12512
MERCER,2007,55 to 59 years,10570
MERCER,2007,60 and 61 years,3061
MERCER,2007,62 to 64 years,5029
MERCER,2007,65 and 66 years,2382
MERCER,2007,67 to 69 years,2814
MERCER,2007,70 to 74 years,4864
MERCER,2007,75 to 79 years,3414
MERCER,2007,80 to 84 years,2499
MERCER,2007,85 years and over,1945
MERCER,2007,Female,185804
MERCER,2007,Male,179645
MERCER,2007,Total,365449
MERCER,2007,Under 5 years,22754
MERCER,2008,10 to 14 years,22751
MERCER,2008,15 to 17 years,7977
MERCER,2008,18 and 19 years,6963
MERCER,2008,20 years,3374
MERCER,2008,21 years,2893
MERCER,2008,22 to 24 years,7058
MERCER,2008,25 to 29 years,12598
MERCER,2008,30 to 34 years,12763
MERCER,2008,35 to 39 years,13811
MERCER,2008,40 to 44 years,12908
MERCER,2008,45 to 49 years,14259
MERCER,2008,5 to 9 years,23105
MERCER,2008,50 to 54 years,12853
MERCER,2008,55 to 59 years,10845
MERCER,2008,60 and 61 years,2607
MERCER,2008,62 to 64 years,5691
MERCER,2008,65 and 66 years,3119
MERCER,2008,67 to 69 years,3475
MERCER,2008,70 to 74 years,3972
MERCER,2008,75 to 79 years,3825
MERCER,2008,80 to 84 years,2566
MERCER,2008,85 years and over,1278
MERCER,2008,Female,184872
MERCER,2008,Male,180011
MERCER,2008,Total,364883
MERCER,2008,Under 5 years,22948
MERCER,2009,10 to 14 years,24689
MERCER,2009,15 to 17 years,7351
MERCER,2009,18 and 19 years,6358
MERCER,2009,20 years,2185
MERCER,2009,21 years,3140
MERCER,2009,22 to 24 years,8885
MERCER,2009,25 to 29 years,12620
MERCER,2009,30 to 34 years,12446
MERCER,2009,35 to 39 years,11332
MERCER,2009,40 to 44 years,15323
MERCER,2009,45 to 49 years,14197
MERCER,2009,5 to 9 years,21662
MERCER,2009,50 to 54 years,13033
MERCER,2009,55 to 59 years,10367
MERCER,2009,60 and 61 years,4315
MERCER,2009,62 to 64 years,4759
MERCER,2009,65 and 66 years,3262
MERCER,2009,67 to 69 years,3647
MERCER,2009,70 to 74 years,4045
MERCER,2009,75 to 79 years,3276
MERCER,2009,80 to 84 years,2817
MERCER,2009,85 years and over,1639
MERCER,2009,Female,185649
MERCER,2009,Male,180573
MERCER,2009,Total,366222
MERCER,2009,Under 5 years,23100
MERCER,2010,10 to 14 years,24154
MERCER,2010,15 to 17 years,7724
MERCER,2010,18 and 19 years,6117
MERCER,2010,20 years,3781
MERCER,2010,21 years,3020
MERCER,2010,22 to 24 years,7346
MERCER,2010,25 to 29 years,12267
MERCER,2010,30 to 34 years,11487
MERCER,2010,35 to 39 years,12458
MERCER,2010,40 to 44 years,13492
MERCER,2010,45 to 49 years,13826
MERCER,2010,5 to 9 years,22356
MERCER,2010,50 to 54 years,13397
MERCER,2010,55 to 59 years,12499
MERCER,2010,60 and 61 years,3790
MERCER,2010,62 to 64 years,4208
MERCER,2010,65 and 66 years,3340
MERCER,2010,67 to 69 years,3068
MERCER,2010,70 to 74 years,3935
MERCER,2010,75 to 79 years,3259
MERCER,2010,80 to 84 years,3111
MERCER,2010,85 years and over,2480
MERCER,2010,Female,187343
MERCER,2010,Male,179446
MERCER,2010,Total,366789
MERCER,2010,Under 5 years,21485
MERCER,2011,10 to 14 years,23005
MERCER,2011,15 to 17 years,7468
MERCER,2011,18 and 19 years,6044
MERCER,2011,20 years,3854
MERCER,2011,21 years,3951
MERCER,2011,22 to 24 years,6410
MERCER,2011,25 to 29 years,12118
MERCER,2011,30 to 34 years,11464
MERCER,2011,35 to 39 years,12357
MERCER,2011,40 to 44 years,13115
MERCER,2011,45 to 49 years,13734
MERCER,2011,5 to 9 years,22957
MERCER,2011,50 to 54 years,13545
MERCER,2011,55 to 59 years,11589
MERCER,2011,60 and 61 years,4489
MERCER,2011,62 to 64 years,5101
MERCER,2011,65 and 66 years,3160
MERCER,2011,67 to 69 years,3953
MERCER,2011,70 to 74 years,3945
MERCER,2011,75 to 79 years,4711
MERCER,2011,80 to 84 years,2496
MERCER,2011,85 years and over,1625
MERCER,2011,Female,187375
MERCER,2011,Male,179688
MERCER,2011,Total,367063
MERCER,2011,Under 5 years,21479
MERCER,2012,10 to 14 years,24229
MERCER,2012,15 to 17 years,7396
MERCER,2012,18 and 19 years,5465
MERCER,2012,20 years,3341
MERCER,2012,21 years,3387
MERCER,2012,22 to 24 years,8950
MERCER,2012,25 to 29 years,11438
MERCER,2012,30 to 34 years,11950
MERCER,2012,35 to 39 years,10748
MERCER,2012,40 to 44 years,14146
MERCER,2012,45 to 49 years,13445
MERCER,2012,5 to 9 years,21534
MERCER,2012,50 to 54 years,13643
MERCER,2012,55 to 59 years,10712
MERCER,2012,60 and 61 years,4404
MERCER,2012,62 to 64 years,6480
MERCER,2012,65 and 66 years,3777
MERCER,2012,67 to 69 years,3496
MERCER,2012,70 to 74 years,4700
MERCER,2012,75 to 79 years,3445
MERCER,2012,80 to 84 years,2745
MERCER,2012,85 years and over,2103
MERCER,2012,Female,188114
MERCER,2012,Male,180189
MERCER,2012,Total,368303
MERCER,2012,Under 5 years,21274
MERCER,2013,10 to 14 years,23964
MERCER,2013,15 to 17 years,7135
MERCER,2013,18 and 19 years,6466
MERCER,2013,20 years,3518
MERCER,2013,21 years,3300
MERCER,2013,22 to 24 years,7191
MERCER,2013,25 to 29 years,12615
MERCER,2013,30 to 34 years,12152
MERCER,2013,35 to 39 years,10918
MERCER,2013,40 to 44 years,13839
MERCER,2013,45 to 49 years,13201
MERCER,2013,5 to 9 years,21374
MERCER,2013,50 to 54 years,13698
MERCER,2013,55 to 59 years,10943
MERCER,2013,60 and 61 years,4680
MERCER,2013,62 to 64 years,6508
MERCER,2013,65 and 66 years,4455
MERCER,2013,67 to 69 years,3414
MERCER,2013,70 to 74 years,4293
MERCER,2013,75 to 79 years,3898
MERCER,2013,80 to 84 years,2852
MERCER,2013,85 years and over,2035
MERCER,2013,Female,189023
MERCER,2013,Male,181391
MERCER,2013,Total,370414
MERCER,2013,Under 5 years,21582
MERCER,2014,10 to 14 years,22671
MERCER,2014,15 to 17 years,7241
MERCER,2014,18 and 19 years,5710
MERCER,2014,20 years,3377
MERCER,2014,21 years,3836
MERCER,2014,22 to 24 years,8012
MERCER,2014,25 to 29 years,12175
MERCER,2014,30 to 34 years,11919
MERCER,2014,35 to 39 years,10689
MERCER,2014,40 to 44 years,13820
MERCER,2014,45 to 49 years,13170
MERCER,2014,5 to 9 years,22510
MERCER,2014,50 to 54 years,13661
MERCER,2014,55 to 59 years,12996
MERCER,2014,60 and 61 years,3534
MERCER,2014,62 to 64 years,5982
MERCER,2014,65 and 66 years,3653
MERCER,2014,67 to 69 years,4190
MERCER,2014,70 to 74 years,4883
MERCER,2014,75 to 79 years,4021
MERCER,2014,80 to 84 years,2830
MERCER,2014,85 years and over,1971
MERCER,2014,Female,189626
MERCER,2014,Male,181911
MERCER,2014,Total,371537
MERCER,2014,Under 5 years,21758
MERCER,2015,10 to 14 years,23084
MERCER,2015,15 to 17 years,7278
MERCER,2015,18 and 19 years,6598
MERCER,2015,20 years,3691
MERCER,2015,21 years,3091
MERCER,2015,22 to 24 years,7617
MERCER,2015,25 to 29 years,11945
MERCER,2015,30 to 34 years,11729
MERCER,2015,35 to 39 years,10932
MERCER,2015,40 to 44 years,13217
MERCER,2015,45 to 49 years,13245
MERCER,2015,5 to 9 years,21679
MERCER,2015,50 to 54 years,13504
MERCER,2015,55 to 59 years,13562
MERCER,2015,60 and 61 years,3270
MERCER,2015,62 to 64 years,6253
MERCER,2015,65 and 66 years,3077
MERCER,2015,67 to 69 years,3972
MERCER,2015,70 to 74 years,6309
MERCER,2015,75 to 79 years,3397
MERCER,2015,80 to 84 years,2804
MERCER,2015,85 years and over,2396
MERCER,2015,Female,189828
MERCER,2015,Male,181570
MERCER,2015,Total,371398
MERCER,2015,Under 5 years,21576
MIDDLESEX,2006,10 to 14 years,50979
MIDDLESEX,2006,15 to 17 years,16150
MIDDLESEX,2006,18 and 19 years,11574
MIDDLESEX,2006,20 years,5357
MIDDLESEX,2006,21 years,7349
MIDDLESEX,2006,22 to 24 years,13861
MIDDLESEX,2006,25 to 29 years,24632
MIDDLESEX,2006,30 to 34 years,30888
MIDDLESEX,2006,35 to 39 years,31277
MIDDLESEX,2006,40 to 44 years,35000
MIDDLESEX,2006,45 to 49 years,31468
MIDDLESEX,2006,5 to 9 years,49659
MIDDLESEX,2006,50 to 54 years,26353
MIDDLESEX,2006,55 to 59 years,22183
MIDDLESEX,2006,60 and 61 years,6791
MIDDLESEX,2006,62 to 64 years,8670
MIDDLESEX,2006,65 and 66 years,4574
MIDDLESEX,2006,67 to 69 years,6603
MIDDLESEX,2006,70 to 74 years,9784
MIDDLESEX,2006,75 to 79 years,7227
MIDDLESEX,2006,80 to 84 years,6099
MIDDLESEX,2006,85 years and over,4509
MIDDLESEX,2006,Female,398380
MIDDLESEX,2006,Male,388591
MIDDLESEX,2006,Total,786971
MIDDLESEX,2006,Under 5 years,51925
MIDDLESEX,2007,10 to 14 years,49499
MIDDLESEX,2007,15 to 17 years,16345
MIDDLESEX,2007,18 and 19 years,12135
MIDDLESEX,2007,20 years,5696
MIDDLESEX,2007,21 years,6027
MIDDLESEX,2007,22 to 24 years,15102
MIDDLESEX,2007,25 to 29 years,24691
MIDDLESEX,2007,30 to 34 years,30312
MIDDLESEX,2007,35 to 39 years,33336
MIDDLESEX,2007,40 to 44 years,32461
MIDDLESEX,2007,45 to 49 years,31619
MIDDLESEX,2007,5 to 9 years,49779
MIDDLESEX,2007,50 to 54 years,27374
MIDDLESEX,2007,55 to 59 years,22032
MIDDLESEX,2007,60 and 61 years,7973
MIDDLESEX,2007,62 to 64 years,8831
MIDDLESEX,2007,65 and 66 years,5115
MIDDLESEX,2007,67 to 69 years,6459
MIDDLESEX,2007,70 to 74 years,9705
MIDDLESEX,2007,75 to 79 years,6614
MIDDLESEX,2007,80 to 84 years,6458
MIDDLESEX,2007,85 years and over,4890
MIDDLESEX,2007,Female,398592
MIDDLESEX,2007,Male,390037
MIDDLESEX,2007,Total,788629
MIDDLESEX,2007,Under 5 years,50534
MIDDLESEX,2008,10 to 14 years,48373
MIDDLESEX,2008,15 to 17 years,15867
MIDDLESEX,2008,18 and 19 years,12993
MIDDLESEX,2008,20 years,5604
MIDDLESEX,2008,21 years,5827
MIDDLESEX,2008,22 to 24 years,14255
MIDDLESEX,2008,25 to 29 years,24578
MIDDLESEX,2008,30 to 34 years,29410
MIDDLESEX,2008,35 to 39 years,32262
MIDDLESEX,2008,40 to 44 years,32785
MIDDLESEX,2008,45 to 49 years,31601
MIDDLESEX,2008,5 to 9 years,51514
MIDDLESEX,2008,50 to 54 years,27927
MIDDLESEX,2008,55 to 59 years,22539
MIDDLESEX,2008,60 and 61 years,9189
MIDDLESEX,2008,62 to 64 years,7940
MIDDLESEX,2008,65 and 66 years,6012
MIDDLESEX,2008,67 to 69 years,7228
MIDDLESEX,2008,70 to 74 years,9352
MIDDLESEX,2008,75 to 79 years,7512
MIDDLESEX,2008,80 to 84 years,5734
MIDDLESEX,2008,85 years and over,4057
MIDDLESEX,2008,Female,398645
MIDDLESEX,2008,Male,390457
MIDDLESEX,2008,Total,789102
MIDDLESEX,2008,Under 5 years,51943
MIDDLESEX,2009,10 to 14 years,47598
MIDDLESEX,2009,15 to 17 years,16142
MIDDLESEX,2009,18 and 19 years,11278
MIDDLESEX,2009,20 years,6268
MIDDLESEX,2009,21 years,4727
MIDDLESEX,2009,22 to 24 years,13887
MIDDLESEX,2009,25 to 29 years,29327
MIDDLESEX,2009,30 to 34 years,29851
MIDDLESEX,2009,35 to 39 years,30071
MIDDLESEX,2009,40 to 44 years,29297
MIDDLESEX,2009,45 to 49 years,30988
MIDDLESEX,2009,5 to 9 years,53319
MIDDLESEX,2009,50 to 54 years,28432
MIDDLESEX,2009,55 to 59 years,23752
MIDDLESEX,2009,60 and 61 years,7742
MIDDLESEX,2009,62 to 64 years,9633
MIDDLESEX,2009,65 and 66 years,5736
MIDDLESEX,2009,67 to 69 years,5607
MIDDLESEX,2009,70 to 74 years,11412
MIDDLESEX,2009,75 to 79 years,8440
MIDDLESEX,2009,80 to 84 years,5310
MIDDLESEX,2009,85 years and over,4400
MIDDLESEX,2009,Female,399949
MIDDLESEX,2009,Male,390789
MIDDLESEX,2009,Total,790738
MIDDLESEX,2009,Under 5 years,52272
MIDDLESEX,2010,10 to 14 years,51476
MIDDLESEX,2010,15 to 17 years,16842
MIDDLESEX,2010,18 and 19 years,12992
MIDDLESEX,2010,20 years,6500
MIDDLESEX,2010,21 years,6563
MIDDLESEX,2010,22 to 24 years,16984
MIDDLESEX,2010,25 to 29 years,26505
MIDDLESEX,2010,30 to 34 years,28601
MIDDLESEX,2010,35 to 39 years,29290
MIDDLESEX,2010,40 to 44 years,29813
MIDDLESEX,2010,45 to 49 years,30655
MIDDLESEX,2010,5 to 9 years,51000
MIDDLESEX,2010,50 to 54 years,29502
MIDDLESEX,2010,55 to 59 years,24921
MIDDLESEX,2010,60 and 61 years,7880
MIDDLESEX,2010,62 to 64 years,11355
MIDDLESEX,2010,65 and 66 years,6199
MIDDLESEX,2010,67 to 69 years,8163
MIDDLESEX,2010,70 to 74 years,9562
MIDDLESEX,2010,75 to 79 years,7807
MIDDLESEX,2010,80 to 84 years,6069
MIDDLESEX,2010,85 years and over,4354
MIDDLESEX,2010,Female,412595
MIDDLESEX,2010,Male,398391
MIDDLESEX,2010,Total,810986
MIDDLESEX,2010,Under 5 years,49844
MIDDLESEX,2011,10 to 14 years,51026
MIDDLESEX,2011,15 to 17 years,16732
MIDDLESEX,2011,18 and 19 years,13326
MIDDLESEX,2011,20 years,6279
MIDDLESEX,2011,21 years,7556
MIDDLESEX,2011,22 to 24 years,16029
MIDDLESEX,2011,25 to 29 years,26947
MIDDLESEX,2011,30 to 34 years,28456
MIDDLESEX,2011,35 to 39 years,27870
MIDDLESEX,2011,40 to 44 years,30716
MIDDLESEX,2011,45 to 49 years,30501
MIDDLESEX,2011,5 to 9 years,51373
MIDDLESEX,2011,50 to 54 years,29734
MIDDLESEX,2011,55 to 59 years,26753
MIDDLESEX,2011,60 and 61 years,8571
MIDDLESEX,2011,62 to 64 years,10540
MIDDLESEX,2011,65 and 66 years,6527
MIDDLESEX,2011,67 to 69 years,7513
MIDDLESEX,2011,70 to 74 years,10475
MIDDLESEX,2011,75 to 79 years,6978
MIDDLESEX,2011,80 to 84 years,5730
MIDDLESEX,2011,85 years and over,5676
MIDDLESEX,2011,Female,413450
MIDDLESEX,2011,Male,400767
MIDDLESEX,2011,Total,814217
MIDDLESEX,2011,Under 5 years,49574
MIDDLESEX,2012,10 to 14 years,51103
MIDDLESEX,2012,15 to 17 years,16596
MIDDLESEX,2012,18 and 19 years,12930
MIDDLESEX,2012,20 years,7548
MIDDLESEX,2012,21 years,6403
MIDDLESEX,2012,22 to 24 years,16080
MIDDLESEX,2012,25 to 29 years,27797
MIDDLESEX,2012,30 to 34 years,28766
MIDDLESEX,2012,35 to 39 years,27888
MIDDLESEX,2012,40 to 44 years,30834
MIDDLESEX,2012,45 to 49 years,30173
MIDDLESEX,2012,5 to 9 years,51436
MIDDLESEX,2012,50 to 54 years,29989
MIDDLESEX,2012,55 to 59 years,24928
MIDDLESEX,2012,60 and 61 years,9759
MIDDLESEX,2012,62 to 64 years,12551
MIDDLESEX,2012,65 and 66 years,7074
MIDDLESEX,2012,67 to 69 years,8365
MIDDLESEX,2012,70 to 74 years,11035
MIDDLESEX,2012,75 to 79 years,7105
MIDDLESEX,2012,80 to 84 years,5711
MIDDLESEX,2012,85 years and over,5515
MIDDLESEX,2012,Female,418502
MIDDLESEX,2012,Male,404539
MIDDLESEX,2012,Total,823041
MIDDLESEX,2012,Under 5 years,49366
MIDDLESEX,2013,10 to 14 years,54616
MIDDLESEX,2013,15 to 17 years,16693
MIDDLESEX,2013,18 and 19 years,12809
MIDDLESEX,2013,20 years,6450
MIDDLESEX,2013,21 years,6561
MIDDLESEX,2013,22 to 24 years,16194
MIDDLESEX,2013,25 to 29 years,28977
MIDDLESEX,2013,30 to 34 years,29132
MIDDLESEX,2013,35 to 39 years,27702
MIDDLESEX,2013,40 to 44 years,30775
MIDDLESEX,2013,45 to 49 years,29666
MIDDLESEX,2013,5 to 9 years,47569
MIDDLESEX,2013,50 to 54 years,30107
MIDDLESEX,2013,55 to 59 years,27005
MIDDLESEX,2013,60 and 61 years,10931
MIDDLESEX,2013,62 to 64 years,10726
MIDDLESEX,2013,65 and 66 years,6957
MIDDLESEX,2013,67 to 69 years,8876
MIDDLESEX,2013,70 to 74 years,11818
MIDDLESEX,2013,75 to 79 years,7627
MIDDLESEX,2013,80 to 84 years,6238
MIDDLESEX,2013,85 years and over,5034
MIDDLESEX,2013,Female,420903
MIDDLESEX,2013,Male,408016
MIDDLESEX,2013,Total,828919
MIDDLESEX,2013,Under 5 years,50075
MIDDLESEX,2014,10 to 14 years,52781
MIDDLESEX,2014,15 to 17 years,16439
MIDDLESEX,2014,18 and 19 years,12728
MIDDLESEX,2014,20 years,7569
MIDDLESEX,2014,21 years,5872
MIDDLESEX,2014,22 to 24 years,15379
MIDDLESEX,2014,25 to 29 years,29886
MIDDLESEX,2014,30 to 34 years,29391
MIDDLESEX,2014,35 to 39 years,27515
MIDDLESEX,2014,40 to 44 years,31285
MIDDLESEX,2014,45 to 49 years,29343
MIDDLESEX,2014,5 to 9 years,49334
MIDDLESEX,2014,50 to 54 years,30086
MIDDLESEX,2014,55 to 59 years,26927
MIDDLESEX,2014,60 and 61 years,11430
MIDDLESEX,2014,62 to 64 years,12264
MIDDLESEX,2014,65 and 66 years,7492
MIDDLESEX,2014,67 to 69 years,10442
MIDDLESEX,2014,70 to 74 years,11039
MIDDLESEX,2014,75 to 79 years,8684
MIDDLESEX,2014,80 to 84 years,4900
MIDDLESEX,2014,85 years and over,5493
MIDDLESEX,2014,Female,424409
MIDDLESEX,2014,Male,411888
MIDDLESEX,2014,Total,836297
MIDDLESEX,2014,Under 5 years,50408
MIDDLESEX,2015,10 to 14 years,52563
MIDDLESEX,2015,15 to 17 years,16534
MIDDLESEX,2015,18 and 19 years,12897
MIDDLESEX,2015,20 years,6132
MIDDLESEX,2015,21 years,7199
MIDDLESEX,2015,22 to 24 years,14621
MIDDLESEX,2015,25 to 29 years,29991
MIDDLESEX,2015,30 to 34 years,29597
MIDDLESEX,2015,35 to 39 years,30612
MIDDLESEX,2015,40 to 44 years,28313
MIDDLESEX,2015,45 to 49 years,29456
MIDDLESEX,2015,5 to 9 years,49697
MIDDLESEX,2015,50 to 54 years,29775
MIDDLESEX,2015,55 to 59 years,27503
MIDDLESEX,2015,60 and 61 years,10500
MIDDLESEX,2015,62 to 64 years,13476
MIDDLESEX,2015,65 and 66 years,7773
MIDDLESEX,2015,67 to 69 years,9725
MIDDLESEX,2015,70 to 74 years,12408
MIDDLESEX,2015,75 to 79 years,9084
MIDDLESEX,2015,80 to 84 years,4640
MIDDLESEX,2015,85 years and over,5955
MIDDLESEX,2015,Female,427018
MIDDLESEX,2015,Male,413882
MIDDLESEX,2015,Total,840900
MIDDLESEX,2015,Under 5 years,50071
MONMOUTH,2006,10 to 14 years,43520
MONMOUTH,2006,15 to 17 years,14988
MONMOUTH,2006,18 and 19 years,8967
MONMOUTH,2006,20 years,4291
MONMOUTH,2006,21 years,4164
MONMOUTH,2006,22 to 24 years,11060
MONMOUTH,2006,25 to 29 years,16086
MONMOUTH,2006,30 to 34 years,17174
MONMOUTH,2006,35 to 39 years,21630
MONMOUTH,2006,40 to 44 years,25918
MONMOUTH,2006,45 to 49 years,27874
MONMOUTH,2006,5 to 9 years,44087
MONMOUTH,2006,50 to 54 years,24394
MONMOUTH,2006,55 to 59 years,21831
MONMOUTH,2006,60 and 61 years,6284
MONMOUTH,2006,62 to 64 years,8803
MONMOUTH,2006,65 and 66 years,4535
MONMOUTH,2006,67 to 69 years,6058
MONMOUTH,2006,70 to 74 years,8554
MONMOUTH,2006,75 to 79 years,5588
MONMOUTH,2006,80 to 84 years,4624
MONMOUTH,2006,85 years and over,3863
MONMOUTH,2006,Female,324467
MONMOUTH,2006,Male,310818
MONMOUTH,2006,Total,635285
MONMOUTH,2006,Under 5 years,37990
MONMOUTH,2007,10 to 14 years,46147
MONMOUTH,2007,15 to 17 years,15077
MONMOUTH,2007,18 and 19 years,9163
MONMOUTH,2007,20 years,3966
MONMOUTH,2007,21 years,5179
MONMOUTH,2007,22 to 24 years,10751
MONMOUTH,2007,25 to 29 years,16129
MONMOUTH,2007,30 to 34 years,17160
MONMOUTH,2007,35 to 39 years,20613
MONMOUTH,2007,40 to 44 years,25335
MONMOUTH,2007,45 to 49 years,28133
MONMOUTH,2007,5 to 9 years,41201
MONMOUTH,2007,50 to 54 years,25860
MONMOUTH,2007,55 to 59 years,21512
MONMOUTH,2007,60 and 61 years,8112
MONMOUTH,2007,62 to 64 years,8743
MONMOUTH,2007,65 and 66 years,5370
MONMOUTH,2007,67 to 69 years,6698
MONMOUTH,2007,70 to 74 years,8044
MONMOUTH,2007,75 to 79 years,6512
MONMOUTH,2007,80 to 84 years,4362
MONMOUTH,2007,85 years and over,3243
MONMOUTH,2007,Female,327970
MONMOUTH,2007,Male,314060
MONMOUTH,2007,Total,642030
MONMOUTH,2007,Under 5 years,37962
MONMOUTH,2008,10 to 14 years,40883
MONMOUTH,2008,15 to 17 years,14908
MONMOUTH,2008,18 and 19 years,9393
MONMOUTH,2008,20 years,3689
MONMOUTH,2008,21 years,4301
MONMOUTH,2008,22 to 24 years,11859
MONMOUTH,2008,25 to 29 years,17262
MONMOUTH,2008,30 to 34 years,17098
MONMOUTH,2008,35 to 39 years,21657
MONMOUTH,2008,40 to 44 years,22351
MONMOUTH,2008,45 to 49 years,28132
MONMOUTH,2008,5 to 9 years,44729
MONMOUTH,2008,50 to 54 years,26169
MONMOUTH,2008,55 to 59 years,21669
MONMOUTH,2008,60 and 61 years,8357
MONMOUTH,2008,62 to 64 years,9447
MONMOUTH,2008,65 and 66 years,4940
MONMOUTH,2008,67 to 69 years,5940
MONMOUTH,2008,70 to 74 years,9973
MONMOUTH,2008,75 to 79 years,5974
MONMOUTH,2008,80 to 84 years,4461
MONMOUTH,2008,85 years and over,4106
MONMOUTH,2008,Female,327778
MONMOUTH,2008,Male,314670
MONMOUTH,2008,Total,642448
MONMOUTH,2008,Under 5 years,37222
MONMOUTH,2009,10 to 14 years,45394
MONMOUTH,2009,15 to 17 years,14833
MONMOUTH,2009,18 and 19 years,8645
MONMOUTH,2009,20 years,4270
MONMOUTH,2009,21 years,3407
MONMOUTH,2009,22 to 24 years,11912
MONMOUTH,2009,25 to 29 years,17110
MONMOUTH,2009,30 to 34 years,15934
MONMOUTH,2009,35 to 39 years,20435
MONMOUTH,2009,40 to 44 years,24126
MONMOUTH,2009,45 to 49 years,28624
MONMOUTH,2009,5 to 9 years,42592
MONMOUTH,2009,50 to 54 years,26887
MONMOUTH,2009,55 to 59 years,21279
MONMOUTH,2009,60 and 61 years,8160
MONMOUTH,2009,62 to 64 years,9837
MONMOUTH,2009,65 and 66 years,5521
MONMOUTH,2009,67 to 69 years,6018
MONMOUTH,2009,70 to 74 years,9653
MONMOUTH,2009,75 to 79 years,6402
MONMOUTH,2009,80 to 84 years,4993
MONMOUTH,2009,85 years and over,3839
MONMOUTH,2009,Female,328261
MONMOUTH,2009,Male,315844
MONMOUTH,2009,Total,644105
MONMOUTH,2009,Under 5 years,36951
MONMOUTH,2010,10 to 14 years,44647
MONMOUTH,2010,15 to 17 years,14734
MONMOUTH,2010,18 and 19 years,8206
MONMOUTH,2010,20 years,3626
MONMOUTH,2010,21 years,3778
MONMOUTH,2010,22 to 24 years,10388
MONMOUTH,2010,25 to 29 years,16472
MONMOUTH,2010,30 to 34 years,16058
MONMOUTH,2010,35 to 39 years,17924
MONMOUTH,2010,40 to 44 years,23504
MONMOUTH,2010,45 to 49 years,27273
MONMOUTH,2010,5 to 9 years,42041
MONMOUTH,2010,50 to 54 years,26756
MONMOUTH,2010,55 to 59 years,21377
MONMOUTH,2010,60 and 61 years,7213
MONMOUTH,2010,62 to 64 years,11495
MONMOUTH,2010,65 and 66 years,5051
MONMOUTH,2010,67 to 69 years,6902
MONMOUTH,2010,70 to 74 years,8598
MONMOUTH,2010,75 to 79 years,6743
MONMOUTH,2010,80 to 84 years,5708
MONMOUTH,2010,85 years and over,3239
MONMOUTH,2010,Female,323819
MONMOUTH,2010,Male,307147
MONMOUTH,2010,Total,630966
MONMOUTH,2010,Under 5 years,34721
MONMOUTH,2011,10 to 14 years,47313
MONMOUTH,2011,15 to 17 years,14350
MONMOUTH,2011,18 and 19 years,8114
MONMOUTH,2011,20 years,3778
MONMOUTH,2011,21 years,3499
MONMOUTH,2011,22 to 24 years,11361
MONMOUTH,2011,25 to 29 years,16805
MONMOUTH,2011,30 to 34 years,16118
MONMOUTH,2011,35 to 39 years,17936
MONMOUTH,2011,40 to 44 years,22075
MONMOUTH,2011,45 to 49 years,26332
MONMOUTH,2011,5 to 9 years,37772
MONMOUTH,2011,50 to 54 years,27257
MONMOUTH,2011,55 to 59 years,22853
MONMOUTH,2011,60 and 61 years,6937
MONMOUTH,2011,62 to 64 years,11700
MONMOUTH,2011,65 and 66 years,5542
MONMOUTH,2011,67 to 69 years,7480
MONMOUTH,2011,70 to 74 years,8575
MONMOUTH,2011,75 to 79 years,6258
MONMOUTH,2011,80 to 84 years,5422
MONMOUTH,2011,85 years and over,4295
MONMOUTH,2011,Female,323593
MONMOUTH,2011,Male,307427
MONMOUTH,2011,Total,631020
MONMOUTH,2011,Under 5 years,33729
MONMOUTH,2012,10 to 14 years,46301
MONMOUTH,2012,15 to 17 years,14298
MONMOUTH,2012,18 and 19 years,8246
MONMOUTH,2012,20 years,4392
MONMOUTH,2012,21 years,3850
MONMOUTH,2012,22 to 24 years,10109
MONMOUTH,2012,25 to 29 years,17398
MONMOUTH,2012,30 to 34 years,15835
MONMOUTH,2012,35 to 39 years,15652
MONMOUTH,2012,40 to 44 years,23440
MONMOUTH,2012,45 to 49 years,25371
MONMOUTH,2012,5 to 9 years,37492
MONMOUTH,2012,50 to 54 years,27141
MONMOUTH,2012,55 to 59 years,21702
MONMOUTH,2012,60 and 61 years,8548
MONMOUTH,2012,62 to 64 years,11674
MONMOUTH,2012,65 and 66 years,6880
MONMOUTH,2012,67 to 69 years,7065
MONMOUTH,2012,70 to 74 years,9419
MONMOUTH,2012,75 to 79 years,6724
MONMOUTH,2012,80 to 84 years,5226
MONMOUTH,2012,85 years and over,3960
MONMOUTH,2012,Female,323204
MONMOUTH,2012,Male,306180
MONMOUTH,2012,Total,629384
MONMOUTH,2012,Under 5 years,32469
MONMOUTH,2013,10 to 14 years,43040
MONMOUTH,2013,15 to 17 years,14061
MONMOUTH,2013,18 and 19 years,8291
MONMOUTH,2013,20 years,3605
MONMOUTH,2013,21 years,3241
