Geography,year,category,estimate
ATLANTIC,2006,10 to 14 years,19883
ATLANTIC,2006,15 to 17 years,5862
ATLANTIC,2006,18 and 19 years,4778
ATLANTIC,2006,20 years,1234
ATLANTIC,2006,21 years,2804
ATLANTIC,2006,22 to 24 years,3285
ATLANTIC,2006,25 to 29 years,8433
ATLANTIC,2006,30 to 34 years,8064
ATLANTIC,2006,35 to 39 years,9829
ATLANTIC,2006,40 to 44 years,11852
ATLANTIC,2006,45 to 49 years,10612
ATLANTIC,2006,5 to 9 years,16020
ATLANTIC,2006,50 to 54 years,9241
ATLANTIC,2006,55 to 59 years,7671
ATLANTIC,2006,60 and 61 years,2565
ATLANTIC,2006,62 to 64 years,3168
ATLANTIC,2006,65 and 66 years,1464
ATLANTIC,2006,67 to 69 years,3101
ATLANTIC,2006,70 to 74 years,3487
ATLANTIC,2006,75 to 79 years,3504
ATLANTIC,2006,80 to 84 years,2260
ATLANTIC,2006,85 years and over,960
ATLANTIC,2006,Female,140289
ATLANTIC,2006,Male,131331
ATLANTIC,2006,Total,271620
ATLANTIC,2006,Under 5 years,17035
ATLANTIC,2007,10 to 14 years,18901
ATLANTIC,2007,15 to 17 years,5899
ATLANTIC,2007,18 and 19 years,3297
ATLANTIC,2007,20 years,2576
ATLANTIC,2007,21 years,1639
ATLANTIC,2007,22 to 24 years,4696
ATLANTIC,2007,25 to 29 years,7898
ATLANTIC,2007,30 to 34 years,8389
ATLANTIC,2007,35 to 39 years,9643
ATLANTIC,2007,40 to 44 years,10675
ATLANTIC,2007,45 to 49 years,11379
ATLANTIC,2007,5 to 9 years,17015
ATLANTIC,2007,50 to 54 years,9205
ATLANTIC,2007,55 to 59 years,7454
ATLANTIC,2007,60 and 61 years,3465
ATLANTIC,2007,62 to 64 years,2554
ATLANTIC,2007,65 and 66 years,2386
ATLANTIC,2007,67 to 69 years,2683
ATLANTIC,2007,70 to 74 years,3692
ATLANTIC,2007,75 to 79 years,3316
ATLANTIC,2007,80 to 84 years,1994
ATLANTIC,2007,85 years and over,1285
ATLANTIC,2007,Female,139217
ATLANTIC,2007,Male,131427
ATLANTIC,2007,Total,270644
ATLANTIC,2007,Under 5 years,17632
ATLANTIC,2008,10 to 14 years,18509
ATLANTIC,2008,15 to 17 years,5916
ATLANTIC,2008,18 and 19 years,3889
ATLANTIC,2008,20 years,2839
ATLANTIC,2008,21 years,1671
ATLANTIC,2008,22 to 24 years,3706
ATLANTIC,2008,25 to 29 years,7984
ATLANTIC,2008,30 to 34 years,8530
ATLANTIC,2008,35 to 39 years,9245
ATLANTIC,2008,40 to 44 years,10365
ATLANTIC,2008,45 to 49 years,11128
ATLANTIC,2008,5 to 9 years,16603
ATLANTIC,2008,50 to 54 years,9697
ATLANTIC,2008,55 to 59 years,7039
ATLANTIC,2008,60 and 61 years,2738
ATLANTIC,2008,62 to 64 years,3588
ATLANTIC,2008,65 and 66 years,2696
ATLANTIC,2008,67 to 69 years,2534
ATLANTIC,2008,70 to 74 years,3518
ATLANTIC,2008,75 to 79 years,4079
ATLANTIC,2008,80 to 84 years,1601
ATLANTIC,2008,85 years and over,1640
ATLANTIC,2008,Female,138684
ATLANTIC,2008,Male,131997
ATLANTIC,2008,Total,270681
ATLANTIC,2008,Under 5 years,17719
ATLANTIC,2009,10 to 14 years,16860
ATLANTIC,2009,15 to 17 years,5811
ATLANTIC,2009,18 and 19 years,3484
ATLANTIC,2009,20 years,2265
ATLANTIC,2009,21 years,1751
ATLANTIC,2009,22 to 24 years,4165
ATLANTIC,2009,25 to 29 years,8864
ATLANTIC,2009,30 to 34 years,7975
ATLANTIC,2009,35 to 39 years,7295
ATLANTIC,2009,40 to 44 years,10475
ATLANTIC,2009,45 to 49 years,11030
ATLANTIC,2009,5 to 9 years,17277
ATLANTIC,2009,50 to 54 years,10481
ATLANTIC,2009,55 to 59 years,8421
ATLANTIC,2009,60 and 61 years,3635
ATLANTIC,2009,62 to 64 years,4224
ATLANTIC,2009,65 and 66 years,3171
ATLANTIC,2009,67 to 69 years,2471
ATLANTIC,2009,70 to 74 years,3600
ATLANTIC,2009,75 to 79 years,2550
ATLANTIC,2009,80 to 84 years,2036
ATLANTIC,2009,85 years and over,1766
ATLANTIC,2009,Female,139548
ATLANTIC,2009,Male,132164
ATLANTIC,2009,Total,271712
ATLANTIC,2009,Under 5 years,17849
ATLANTIC,2010,10 to 14 years,18761
ATLANTIC,2010,15 to 17 years,5656
ATLANTIC,2010,18 and 19 years,3492
ATLANTIC,2010,20 years,1843
ATLANTIC,2010,21 years,1848
ATLANTIC,2010,22 to 24 years,5844
ATLANTIC,2010,25 to 29 years,7642
ATLANTIC,2010,30 to 34 years,7102
ATLANTIC,2010,35 to 39 years,7045
ATLANTIC,2010,40 to 44 years,10810
ATLANTIC,2010,45 to 49 years,10867
ATLANTIC,2010,5 to 9 years,16805
ATLANTIC,2010,50 to 54 years,10740
ATLANTIC,2010,55 to 59 years,9110
ATLANTIC,2010,60 and 61 years,3734
ATLANTIC,2010,62 to 64 years,3738
ATLANTIC,2010,65 and 66 years,2418
ATLANTIC,2010,67 to 69 years,3602
ATLANTIC,2010,70 to 74 years,3835
ATLANTIC,2010,75 to 79 years,2692
ATLANTIC,2010,80 to 84 years,2884
ATLANTIC,2010,85 years and over,1200
ATLANTIC,2010,Female,142006
ATLANTIC,2010,Male,132679
ATLANTIC,2010,Total,274685
ATLANTIC,2010,Under 5 years,16467
ATLANTIC,2011,10 to 14 years,18023
ATLANTIC,2011,15 to 17 years,6160
ATLANTIC,2011,18 and 19 years,3695
ATLANTIC,2011,20 years,1825
ATLANTIC,2011,21 years,2001
ATLANTIC,2011,22 to 24 years,5380
ATLANTIC,2011,25 to 29 years,8225
ATLANTIC,2011,30 to 34 years,7381
ATLANTIC,2011,35 to 39 years,8731
ATLANTIC,2011,40 to 44 years,7992
ATLANTIC,2011,45 to 49 years,10449
ATLANTIC,2011,5 to 9 years,16766
ATLANTIC,2011,50 to 54 years,10814
ATLANTIC,2011,55 to 59 years,8669
ATLANTIC,2011,60 and 61 years,2391
ATLANTIC,2011,62 to 64 years,5777
ATLANTIC,2011,65 and 66 years,2603
ATLANTIC,2011,67 to 69 years,3853
ATLANTIC,2011,70 to 74 years,3841
ATLANTIC,2011,75 to 79 years,3159
ATLANTIC,2011,80 to 84 years,1998
ATLANTIC,2011,85 years and over,1866
ATLANTIC,2011,Female,141223
ATLANTIC,2011,Male,133115
ATLANTIC,2011,Total,274338
ATLANTIC,2011,Under 5 years,16467
ATLANTIC,2012,10 to 14 years,18373
ATLANTIC,2012,15 to 17 years,6144
ATLANTIC,2012,18 and 19 years,3518
ATLANTIC,2012,20 years,1942
ATLANTIC,2012,21 years,1956
ATLANTIC,2012,22 to 24 years,5891
ATLANTIC,2012,25 to 29 years,7891
ATLANTIC,2012,30 to 34 years,7139
ATLANTIC,2012,35 to 39 years,7202
ATLANTIC,2012,40 to 44 years,9631
ATLANTIC,2012,45 to 49 years,10074
ATLANTIC,2012,5 to 9 years,16356
ATLANTIC,2012,50 to 54 years,10823
ATLANTIC,2012,55 to 59 years,8318
ATLANTIC,2012,60 and 61 years,4485
ATLANTIC,2012,62 to 64 years,4671
ATLANTIC,2012,65 and 66 years,3148
ATLANTIC,2012,67 to 69 years,3208
ATLANTIC,2012,70 to 74 years,4670
ATLANTIC,2012,75 to 79 years,2888
ATLANTIC,2012,80 to 84 years,2531
ATLANTIC,2012,85 years and over,1411
ATLANTIC,2012,Female,141207
ATLANTIC,2012,Male,134215
ATLANTIC,2012,Total,275422
ATLANTIC,2012,Under 5 years,16762
ATLANTIC,2013,10 to 14 years,16985
ATLANTIC,2013,15 to 17 years,6114
ATLANTIC,2013,18 and 19 years,4422
ATLANTIC,2013,20 years,1634
ATLANTIC,2013,21 years,1375
ATLANTIC,2013,22 to 24 years,5957
ATLANTIC,2013,25 to 29 years,8330
ATLANTIC,2013,30 to 34 years,7626
ATLANTIC,2013,35 to 39 years,7924
ATLANTIC,2013,40 to 44 years,7997
ATLANTIC,2013,45 to 49 years,9566
ATLANTIC,2013,5 to 9 years,16997
ATLANTIC,2013,50 to 54 years,10700
ATLANTIC,2013,55 to 59 years,9774
ATLANTIC,2013,60 and 61 years,3780
ATLANTIC,2013,62 to 64 years,4290
ATLANTIC,2013,65 and 66 years,2451
ATLANTIC,2013,67 to 69 years,4116
ATLANTIC,2013,70 to 74 years,4694
ATLANTIC,2013,75 to 79 years,2036
ATLANTIC,2013,80 to 84 years,3315
ATLANTIC,2013,85 years and over,2039
ATLANTIC,2013,Female,141679
ATLANTIC,2013,Male,134183
ATLANTIC,2013,Total,275862
ATLANTIC,2013,Under 5 years,16857
ATLANTIC,2014,10 to 14 years,17849
ATLANTIC,2014,15 to 17 years,5773
ATLANTIC,2014,18 and 19 years,4272
ATLANTIC,2014,20 years,1280
ATLANTIC,2014,21 years,1777
ATLANTIC,2014,22 to 24 years,6012
ATLANTIC,2014,25 to 29 years,8316
ATLANTIC,2014,30 to 34 years,8067
ATLANTIC,2014,35 to 39 years,7148
ATLANTIC,2014,40 to 44 years,8714
ATLANTIC,2014,45 to 49 years,8578
ATLANTIC,2014,5 to 9 years,15653
ATLANTIC,2014,50 to 54 years,10619
ATLANTIC,2014,55 to 59 years,9473
ATLANTIC,2014,60 and 61 years,3843
ATLANTIC,2014,62 to 64 years,5138
ATLANTIC,2014,65 and 66 years,2982
ATLANTIC,2014,67 to 69 years,3763
ATLANTIC,2014,70 to 74 years,5368
ATLANTIC,2014,75 to 79 years,3206
ATLANTIC,2014,80 to 84 years,2374
ATLANTIC,2014,85 years and over,1394
ATLANTIC,2014,Female,141877
ATLANTIC,2014,Male,133332
ATLANTIC,2014,Total,275209
ATLANTIC,2014,Under 5 years,16638
ATLANTIC,2015,10 to 14 years,17391
ATLANTIC,2015,15 to 17 years,5282
ATLANTIC,2015,18 and 19 years,3574
ATLANTIC,2015,20 years,2262
ATLANTIC,2015,21 years,1885
ATLANTIC,2015,22 to 24 years,5425
ATLANTIC,2015,25 to 29 years,8307
ATLANTIC,2015,30 to 34 years,7753
ATLANTIC,2015,35 to 39 years,8146
ATLANTIC,2015,40 to 44 years,7604
ATLANTIC,2015,45 to 49 years,8242
ATLANTIC,2015,5 to 9 years,15680
ATLANTIC,2015,50 to 54 years,10242
ATLANTIC,2015,55 to 59 years,9058
ATLANTIC,2015,60 and 61 years,4319
ATLANTIC,2015,62 to 64 years,5146
ATLANTIC,2015,65 and 66 years,2633
ATLANTIC,2015,67 to 69 years,3010
ATLANTIC,2015,70 to 74 years,6272
ATLANTIC,2015,75 to 79 years,3440
ATLANTIC,2015,80 to 84 years,2501
ATLANTIC,2015,85 years and over,1716
ATLANTIC,2015,Female,142349
ATLANTIC,2015,Male,131870
ATLANTIC,2015,Total,274219
ATLANTIC,2015,Under 5 years,16455
BERGEN,2006,10 to 14 years,58449
BERGEN,2006,15 to 17 years,18824
BERGEN,2006,18 and 19 years,10845
BERGEN,2006,20 years,3944
BERGEN,2006,21 years,5462
BERGEN,2006,22 to 24 years,16574
BERGEN,2006,25 to 29 years,21508
BERGEN,2006,30 to 34 years,27087
BERGEN,2006,35 to 39 years,34575
BERGEN,2006,40 to 44 years,37671
BERGEN,2006,45 to 49 years,37642
BERGEN,2006,5 to 9 years,57035
BERGEN,2006,50 to 54 years,32996
BERGEN,2006,55 to 59 years,28669
BERGEN,2006,60 and 61 years,10222
BERGEN,2006,62 to 64 years,12578
BERGEN,2006,65 and 66 years,8231
BERGEN,2006,67 to 69 years,8981
BERGEN,2006,70 to 74 years,12527
BERGEN,2006,75 to 79 years,11046
BERGEN,2006,80 to 84 years,7514
BERGEN,2006,85 years and over,6808
BERGEN,2006,Female,465215
BERGEN,2006,Male,438822
BERGEN,2006,Total,904037
BERGEN,2006,Under 5 years,51560
BERGEN,2007,10 to 14 years,56324
BERGEN,2007,15 to 17 years,18721
BERGEN,2007,18 and 19 years,11303
BERGEN,2007,20 years,5255
BERGEN,2007,21 years,6252
BERGEN,2007,22 to 24 years,14476
BERGEN,2007,25 to 29 years,22352
BERGEN,2007,30 to 34 years,25895
BERGEN,2007,35 to 39 years,36330
BERGEN,2007,40 to 44 years,33183
BERGEN,2007,45 to 49 years,37869
BERGEN,2007,5 to 9 years,55713
BERGEN,2007,50 to 54 years,33942
BERGEN,2007,55 to 59 years,28208
BERGEN,2007,60 and 61 years,10352
BERGEN,2007,62 to 64 years,13975
BERGEN,2007,65 and 66 years,7076
BERGEN,2007,67 to 69 years,9478
BERGEN,2007,70 to 74 years,13567
BERGEN,2007,75 to 79 years,10859
BERGEN,2007,80 to 84 years,7703
BERGEN,2007,85 years and over,6178
BERGEN,2007,Female,460569
BERGEN,2007,Male,435175
BERGEN,2007,Total,895744
BERGEN,2007,Under 5 years,48983
BERGEN,2008,10 to 14 years,54562
BERGEN,2008,15 to 17 years,18216
BERGEN,2008,18 and 19 years,11332
BERGEN,2008,20 years,5148
BERGEN,2008,21 years,5114
BERGEN,2008,22 to 24 years,16150
BERGEN,2008,25 to 29 years,23500
BERGEN,2008,30 to 34 years,25353
BERGEN,2008,35 to 39 years,32204
BERGEN,2008,40 to 44 years,34844
BERGEN,2008,45 to 49 years,37912
BERGEN,2008,5 to 9 years,56486
BERGEN,2008,50 to 54 years,34929
BERGEN,2008,55 to 59 years,28163
BERGEN,2008,60 and 61 years,12706
BERGEN,2008,62 to 64 years,12507
BERGEN,2008,65 and 66 years,8281
BERGEN,2008,67 to 69 years,8595
BERGEN,2008,70 to 74 years,13619
BERGEN,2008,75 to 79 years,10845
BERGEN,2008,80 to 84 years,7070
BERGEN,2008,85 years and over,7046
BERGEN,2008,Female,459458
BERGEN,2008,Male,435382
BERGEN,2008,Total,894840
BERGEN,2008,Under 5 years,49055
BERGEN,2009,10 to 14 years,60073
BERGEN,2009,15 to 17 years,19153
BERGEN,2009,18 and 19 years,10807
BERGEN,2009,20 years,4225
BERGEN,2009,21 years,4689
BERGEN,2009,22 to 24 years,16876
BERGEN,2009,25 to 29 years,24648
BERGEN,2009,30 to 34 years,26606
BERGEN,2009,35 to 39 years,30405
BERGEN,2009,40 to 44 years,35610
BERGEN,2009,45 to 49 years,37750
BERGEN,2009,5 to 9 years,54106
BERGEN,2009,50 to 54 years,34914
BERGEN,2009,55 to 59 years,30010
BERGEN,2009,60 and 61 years,9576
BERGEN,2009,62 to 64 years,13140
BERGEN,2009,65 and 66 years,6995
BERGEN,2009,67 to 69 years,9675
BERGEN,2009,70 to 74 years,13705
BERGEN,2009,75 to 79 years,11553
BERGEN,2009,80 to 84 years,7070
BERGEN,2009,85 years and over,6667
BERGEN,2009,Female,458191
BERGEN,2009,Male,437059
BERGEN,2009,Total,895250
BERGEN,2009,Under 5 years,48059
BERGEN,2010,10 to 14 years,60248
BERGEN,2010,15 to 17 years,18980
BERGEN,2010,18 and 19 years,9969
BERGEN,2010,20 years,4024
BERGEN,2010,21 years,5584
BERGEN,2010,22 to 24 years,15016
BERGEN,2010,25 to 29 years,25216
BERGEN,2010,30 to 34 years,26675
BERGEN,2010,35 to 39 years,29615
BERGEN,2010,40 to 44 years,32585
BERGEN,2010,45 to 49 years,36413
BERGEN,2010,5 to 9 years,55929
BERGEN,2010,50 to 54 years,34806
BERGEN,2010,55 to 59 years,31212
BERGEN,2010,60 and 61 years,10877
BERGEN,2010,62 to 64 years,12829
BERGEN,2010,65 and 66 years,8136
BERGEN,2010,67 to 69 years,10540
BERGEN,2010,70 to 74 years,12209
BERGEN,2010,75 to 79 years,10685
BERGEN,2010,80 to 84 years,8843
BERGEN,2010,85 years and over,7001
BERGEN,2010,Female,470006
BERGEN,2010,Male,436535
BERGEN,2010,Total,906541
BERGEN,2010,Under 5 years,50296
BERGEN,2011,10 to 14 years,58004
BERGEN,2011,15 to 17 years,19823
BERGEN,2011,18 and 19 years,11455
BERGEN,2011,20 years,5558
BERGEN,2011,21 years,4742
BERGEN,2011,22 to 24 years,14036
BERGEN,2011,25 to 29 years,25276
BERGEN,2011,30 to 34 years,26417
BERGEN,2011,35 to 39 years,26189
BERGEN,2011,40 to 44 years,36195
BERGEN,2011,45 to 49 years,35948
BERGEN,2011,5 to 9 years,57239
BERGEN,2011,50 to 54 years,35300
BERGEN,2011,55 to 59 years,30876
BERGEN,2011,60 and 61 years,12179
BERGEN,2011,62 to 64 years,13687
BERGEN,2011,65 and 66 years,7831
BERGEN,2011,67 to 69 years,10869
BERGEN,2011,70 to 74 years,12866
BERGEN,2011,75 to 79 years,10450
BERGEN,2011,80 to 84 years,8934
BERGEN,2011,85 years and over,7269
BERGEN,2011,Female,471402
BERGEN,2011,Male,439602
BERGEN,2011,Total,911004
BERGEN,2011,Under 5 years,49490
BERGEN,2012,10 to 14 years,60361
BERGEN,2012,15 to 17 years,19381
BERGEN,2012,18 and 19 years,11066
BERGEN,2012,20 years,4104
BERGEN,2012,21 years,5895
BERGEN,2012,22 to 24 years,15583
BERGEN,2012,25 to 29 years,25904
BERGEN,2012,30 to 34 years,27423
BERGEN,2012,35 to 39 years,29456
BERGEN,2012,40 to 44 years,32251
BERGEN,2012,45 to 49 years,35306
BERGEN,2012,5 to 9 years,54901
BERGEN,2012,50 to 54 years,35715
BERGEN,2012,55 to 59 years,32871
BERGEN,2012,60 and 61 years,11200
BERGEN,2012,62 to 64 years,13726
BERGEN,2012,65 and 66 years,9599
BERGEN,2012,67 to 69 years,11430
BERGEN,2012,70 to 74 years,12737
BERGEN,2012,75 to 79 years,11142
BERGEN,2012,80 to 84 years,8097
BERGEN,2012,85 years and over,7471
BERGEN,2012,Female,475128
BERGEN,2012,Male,443760
BERGEN,2012,Total,918888
BERGEN,2012,Under 5 years,48508
BERGEN,2013,10 to 14 years,60326
BERGEN,2013,15 to 17 years,19301
BERGEN,2013,18 and 19 years,11339
BERGEN,2013,20 years,4035
BERGEN,2013,21 years,6274
BERGEN,2013,22 to 24 years,15848
BERGEN,2013,25 to 29 years,26044
BERGEN,2013,30 to 34 years,27094
BERGEN,2013,35 to 39 years,29616
BERGEN,2013,40 to 44 years,32770
BERGEN,2013,45 to 49 years,34633
BERGEN,2013,5 to 9 years,55675
BERGEN,2013,50 to 54 years,36052
BERGEN,2013,55 to 59 years,32122
BERGEN,2013,60 and 61 years,10921
BERGEN,2013,62 to 64 years,15543
BERGEN,2013,65 and 66 years,9920
BERGEN,2013,67 to 69 years,10563
BERGEN,2013,70 to 74 years,14649
BERGEN,2013,75 to 79 years,10380
BERGEN,2013,80 to 84 years,7921
BERGEN,2013,85 years and over,8660
BERGEN,2013,Female,477411
BERGEN,2013,Male,447917
BERGEN,2013,Total,925328
BERGEN,2013,Under 5 years,48808
BERGEN,2014,10 to 14 years,59646
BERGEN,2014,15 to 17 years,19284
BERGEN,2014,18 and 19 years,11565
BERGEN,2014,20 years,5282
BERGEN,2014,21 years,5892
BERGEN,2014,22 to 24 years,16060
BERGEN,2014,25 to 29 years,25976
BERGEN,2014,30 to 34 years,28166
BERGEN,2014,35 to 39 years,29854
BERGEN,2014,40 to 44 years,32103
BERGEN,2014,45 to 49 years,33973
BERGEN,2014,5 to 9 years,55833
BERGEN,2014,50 to 54 years,36253
BERGEN,2014,55 to 59 years,31455
BERGEN,2014,60 and 61 years,11807
BERGEN,2014,62 to 64 years,16559
BERGEN,2014,65 and 66 years,9472
BERGEN,2014,67 to 69 years,12330
BERGEN,2014,70 to 74 years,15194
BERGEN,2014,75 to 79 years,11608
BERGEN,2014,80 to 84 years,7282
BERGEN,2014,85 years and over,8158
BERGEN,2014,Female,481380
BERGEN,2014,Male,452192
BERGEN,2014,Total,933572
BERGEN,2014,Under 5 years,49030
BERGEN,2015,10 to 14 years,57100
BERGEN,2015,15 to 17 years,19156
BERGEN,2015,18 and 19 years,11566
BERGEN,2015,20 years,6253
BERGEN,2015,21 years,5453
BERGEN,2015,22 to 24 years,15730
BERGEN,2015,25 to 29 years,26107
BERGEN,2015,30 to 34 years,28446
BERGEN,2015,35 to 39 years,30758
BERGEN,2015,40 to 44 years,30584
BERGEN,2015,45 to 49 years,33796
BERGEN,2015,5 to 9 years,57810
BERGEN,2015,50 to 54 years,36296
BERGEN,2015,55 to 59 years,34372
BERGEN,2015,60 and 61 years,12037
BERGEN,2015,62 to 64 years,14855
BERGEN,2015,65 and 66 years,8584
BERGEN,2015,67 to 69 years,14079
BERGEN,2015,70 to 74 years,15481
BERGEN,2015,75 to 79 years,12368
BERGEN,2015,80 to 84 years,7154
BERGEN,2015,85 years and over,7997
BERGEN,2015,Female,483752
BERGEN,2015,Male,454754
BERGEN,2015,Total,938506
BERGEN,2015,Under 5 years,48870
BURLINGTON,2006,10 to 14 years,30752
BURLINGTON,2006,15 to 17 years,10105
BURLINGTON,2006,18 and 19 years,6371
BURLINGTON,2006,20 years,2903
BURLINGTON,2006,21 years,2427
BURLINGTON,2006,22 to 24 years,9690
BURLINGTON,2006,25 to 29 years,14877
BURLINGTON,2006,30 to 34 years,15353
BURLINGTON,2006,35 to 39 years,16939
BURLINGTON,2006,40 to 44 years,19517
BURLINGTON,2006,45 to 49 years,18850
BURLINGTON,2006,5 to 9 years,27086
BURLINGTON,2006,50 to 54 years,15544
BURLINGTON,2006,55 to 59 years,11822
BURLINGTON,2006,60 and 61 years,4350
BURLINGTON,2006,62 to 64 years,7339
BURLINGTON,2006,65 and 66 years,2147
BURLINGTON,2006,67 to 69 years,4887
BURLINGTON,2006,70 to 74 years,6387
BURLINGTON,2006,75 to 79 years,4442
BURLINGTON,2006,80 to 84 years,3588
BURLINGTON,2006,85 years and over,2415
BURLINGTON,2006,Female,228695
BURLINGTON,2006,Male,221932
BURLINGTON,2006,Total,450627
BURLINGTON,2006,Under 5 years,26518
BURLINGTON,2007,10 to 14 years,27948
BURLINGTON,2007,15 to 17 years,9931
BURLINGTON,2007,18 and 19 years,6479
BURLINGTON,2007,20 years,3539
BURLINGTON,2007,21 years,2780
BURLINGTON,2007,22 to 24 years,8493
BURLINGTON,2007,25 to 29 years,14385
BURLINGTON,2007,30 to 34 years,14763
BURLINGTON,2007,35 to 39 years,17372
BURLINGTON,2007,40 to 44 years,17777
BURLINGTON,2007,45 to 49 years,18751
BURLINGTON,2007,5 to 9 years,29578
BURLINGTON,2007,50 to 54 years,15922
BURLINGTON,2007,55 to 59 years,13167
BURLINGTON,2007,60 and 61 years,4910
BURLINGTON,2007,62 to 64 years,6108
BURLINGTON,2007,65 and 66 years,3553
BURLINGTON,2007,67 to 69 years,3810
BURLINGTON,2007,70 to 74 years,6279
BURLINGTON,2007,75 to 79 years,5751
BURLINGTON,2007,80 to 84 years,2537
BURLINGTON,2007,85 years and over,2033
BURLINGTON,2007,Female,225516
BURLINGTON,2007,Male,221301
BURLINGTON,2007,Total,446817
BURLINGTON,2007,Under 5 years,26669
BURLINGTON,2008,10 to 14 years,29223
BURLINGTON,2008,15 to 17 years,9340
BURLINGTON,2008,18 and 19 years,6250
BURLINGTON,2008,20 years,2740
BURLINGTON,2008,21 years,3565
BURLINGTON,2008,22 to 24 years,8940
BURLINGTON,2008,25 to 29 years,14374
